FIPS,State,District,Year,Overall Food Insecurity Rate,# of Food Insecure Persons Overall,Food Insecurity Rate among Black Persons (all ethnicities),Food Insecurity Rate among Hispanic Persons (any race),"Food Insecurity Rate among White, non-Hispanic Persons",SNAP Threshold,% FI ≤ SNAP Threshold,% FI > SNAP Threshold,Child Food Insecurity Rate,# of Food Insecure Children,% food insecure children in HH w/ HH incomes below 185 FPL,% food insecure children in HH w/ HH incomes above 185 FPL,Census Region,Census Division,FNS Region
1714,IL,"Congressional District 14, Illinois",2020,4.3%,"32,160",6%,11%,3%,165%,48%,52%,2.7%,"5,010",100%,0%,Midwest,East North Central,Midwest
1714,IL,"Congressional District 14, Illinois",2021,5.5%,"40,670",4%,9%,4%,165%,32%,68%,2.8%,"4,950",100%,0%,Midwest,East North Central,Midwest
1714,IL,"Congressional District 14 (118th Congress), Illinois",2022,10.2%,"77,310",18%,17%,8%,165%,41%,59%,12.6%,"22,760",68%,32%,Midwest,East North Central,Midwest
1714,IL,"Congressional District 14 (118th Congress), Illinois",2023,11.3%,"85,330",22%,19%,9%,165%,45%,55%,11.8%,"20,720",63%,37%,Midwest,East North Central,Midwest
1715,IL,"Congressional District 15 (116th Congress), Illinois",2019,10.9%,"74,610",24%,16%,10%,165%,53%,47%,12.5%,"18,820",77%,23%,Midwest,East North Central,Midwest
1715,IL,"Congressional District 15, Illinois",2020,9.8%,"67,270",24%,17%,8%,165%,60%,40%,11.0%,"16,810",86%,14%,Midwest,East North Central,Midwest
1715,IL,"Congressional District 15, Illinois",2021,10.4%,"70,210",25%,14%,8%,165%,51%,50%,11.0%,"16,650",81%,19%,Midwest,East North Central,Midwest
1715,IL,"Congressional District 15 (118th Congress), Illinois",2022,12.1%,"90,080",23%,20%,10%,165%,44%,56%,14.2%,"22,770",75%,25%,Midwest,East North Central,Midwest
1715,IL,"Congressional District 15 (118th Congress), Illinois",2023,12.7%,"94,540",25%,23%,11%,165%,49%,51%,14.6%,"23,610",71%,29%,Midwest,East North Central,Midwest
1716,IL,"Congressional District 16 (116th Congress), Illinois",2019,10.5%,"72,930",21%,14%,9%,165%,50%,50%,12.2%,"18,040",74%,27%,Midwest,East North Central,Midwest
1716,IL,"Congressional District 16, Illinois",2020,8.9%,"61,350",20%,15%,7%,165%,58%,42%,10.7%,"16,210",84%,16%,Midwest,East North Central,Midwest
1716,IL,"Congressional District 16, Illinois",2021,10.5%,"72,040",21%,13%,8%,165%,47%,54%,11.7%,"17,520",76%,24%,Midwest,East North Central,Midwest
1716,IL,"Congressional District 16 (118th Congress), Illinois",2022,10.3%,"77,130",23%,18%,9%,165%,36%,64%,11.0%,"18,250",63%,37%,Midwest,East North Central,Midwest
1716,IL,"Congressional District 16 (118th Congress), Illinois",2023,11.1%,"83,460",26%,19%,9%,165%,43%,57%,11.3%,"19,400",59%,41%,Midwest,East North Central,Midwest
1717,IL,"Congressional District 17 (116th Congress), Illinois",2019,13.1%,"87,130",26%,16%,10%,165%,62%,38%,18.8%,"27,510",70%,30%,Midwest,East North Central,Midwest
1717,IL,"Congressional District 17, Illinois",2020,11.5%,"77,660",27%,18%,8%,165%,66%,35%,16.9%,"25,450",79%,21%,Midwest,East North Central,Midwest
1717,IL,"Congressional District 17, Illinois",2021,12.6%,"83,600",27%,16%,9%,165%,55%,45%,16.2%,"23,430",83%,17%,Midwest,East North Central,Midwest
1717,IL,"Congressional District 17 (118th Congress), Illinois",2022,14.4%,"105,970",31%,23%,12%,165%,50%,50%,20.6%,"32,120",72%,28%,Midwest,East North Central,Midwest
1717,IL,"Congressional District 17 (118th Congress), Illinois",2023,15.9%,"115,610",33%,25%,13%,165%,61%,39%,22.9%,"35,320",75%,25%,Midwest,East North Central,Midwest
1718,IL,"Congressional District 18 (116th Congress), Illinois",2019,9.7%,"68,100",19%,13%,8%,165%,46%,54%,9.9%,"15,960",74%,27%,Midwest,East North Central,Midwest
1718,IL,"Congressional District 18, Illinois",2020,7.5%,"52,810",19%,15%,6%,165%,55%,45%,6.8%,"10,680",92%,8%,Midwest,East North Central,Midwest
1718,IL,"Congressional District 18, Illinois",2021,8.3%,"58,000",21%,12%,7%,165%,44%,56%,7.6%,"11,950",79%,21%,Midwest,East North Central,Midwest
1801,IN,"Congressional District 1 (116th Congress), Indiana",2019,11.9%,"85,320",23%,17%,11%,130%,54%,46%,17.8%,"29,090",71%,29%,Midwest,East North Central,Midwest
1801,IN,"Congressional District 1, Indiana",2020,10.9%,"78,280",24%,17%,9%,130%,56%,44%,18.2%,"29,660",75%,25%,Midwest,East North Central,Midwest
1801,IN,"Congressional District 1, Indiana",2021,10.5%,"77,080",21%,16%,9%,130%,41%,59%,16.3%,"26,760",68%,32%,Midwest,East North Central,Midwest
1801,IN,"Congressional District 1 (118th Congress), Indiana",2022,14.0%,"105,720",26%,21%,12%,130%,36%,64%,21.4%,"36,180",59%,41%,Midwest,East North Central,Midwest
1801,IN,"Congressional District 1 (118th Congress), Indiana",2023,15.3%,"115,640",29%,23%,12%,130%,44%,56%,21.3%,"36,160",70%,30%,Midwest,East North Central,Midwest
1802,IN,"Congressional District 2 (116th Congress), Indiana",2019,12.1%,"87,330",26%,18%,12%,130%,51%,49%,15.1%,"26,410",71%,29%,Midwest,East North Central,Midwest
1802,IN,"Congressional District 2, Indiana",2020,10.9%,"79,070",26%,18%,10%,130%,54%,46%,14.5%,"25,750",88%,13%,Midwest,East North Central,Midwest
1802,IN,"Congressional District 2, Indiana",2021,10.7%,"77,670",23%,16%,10%,130%,39%,61%,12.7%,"22,750",84%,16%,Midwest,East North Central,Midwest
1802,IN,"Congressional District 2 (118th Congress), Indiana",2022,14.1%,"106,640",29%,22%,12%,130%,36%,64%,18.0%,"32,490",76%,24%,Midwest,East North Central,Midwest
1802,IN,"Congressional District 2 (118th Congress), Indiana",2023,15.0%,"112,630",32%,24%,13%,130%,45%,55%,18.3%,"32,850",78%,22%,Midwest,East North Central,Midwest
1803,IN,"Congressional District 3 (116th Congress), Indiana",2019,11.1%,"83,960",26%,17%,11%,130%,47%,53%,13.1%,"24,900",84%,16%,Midwest,East North Central,Midwest
1803,IN,"Congressional District 3, Indiana",2020,10.1%,"75,800",25%,18%,9%,130%,52%,48%,12.9%,"24,630",89%,11%,Midwest,East North Central,Midwest
1803,IN,"Congressional District 3, Indiana",2021,10.4%,"79,160",24%,16%,9%,130%,38%,62%,11.6%,"22,380",84%,16%,Midwest,East North Central,Midwest
1803,IN,"Congressional District 3 (118th Congress), Indiana",2022,13.3%,"101,260",28%,22%,12%,130%,33%,67%,16.8%,"31,730",79%,22%,Midwest,East North Central,Midwest
1803,IN,"Congressional District 3 (118th Congress), Indiana",2023,15.1%,"115,150",30%,24%,13%,130%,46%,54%,18.3%,"34,840",80%,20%,Midwest,East North Central,Midwest
1804,IN,"Congressional District 4 (116th Congress), Indiana",2019,11.9%,"91,020",22%,17%,11%,130%,45%,55%,13.0%,"22,310",74%,26%,Midwest,East North Central,Midwest
1804,IN,"Congressional District 4, Indiana",2020,9.9%,"75,200",22%,18%,9%,130%,50%,50%,11.3%,"19,510",87%,13%,Midwest,East North Central,Midwest
1804,IN,"Congressional District 4, Indiana",2021,9.7%,"74,970",18%,16%,10%,130%,38%,62%,9.6%,"16,380",85%,16%,Midwest,East North Central,Midwest
1804,IN,"Congressional District 4 (118th Congress), Indiana",2022,12.2%,"94,030",22%,21%,12%,130%,32%,68%,14.1%,"24,300",66%,34%,Midwest,East North Central,Midwest
1804,IN,"Congressional District 4 (118th Congress), Indiana",2023,13.3%,"103,140",23%,22%,12%,130%,40%,60%,14.1%,"24,900",63%,37%,Midwest,East North Central,Midwest
1805,IN,"Congressional District 5 (116th Congress), Indiana",2019,10.3%,"81,660",18%,16%,10%,130%,38%,62%,10.9%,"20,540",61%,39%,Midwest,East North Central,Midwest
1805,IN,"Congressional District 5, Indiana",2020,8.7%,"68,010",19%,16%,8%,130%,42%,58%,9.5%,"17,640",76%,24%,Midwest,East North Central,Midwest
1805,IN,"Congressional District 5, Indiana",2021,9.0%,"74,240",17%,15%,8%,130%,29%,71%,9.0%,"17,540",63%,37%,Midwest,East North Central,Midwest
1805,IN,"Congressional District 5 (118th Congress), Indiana",2022,13.6%,"105,170",24%,22%,12%,130%,32%,68%,15.9%,"27,840",64%,36%,Midwest,East North Central,Midwest
1805,IN,"Congressional District 5 (118th Congress), Indiana",2023,14.3%,"112,160",27%,23%,13%,130%,41%,59%,15.3%,"27,270",65%,35%,Midwest,East North Central,Midwest
1806,IN,"Congressional District 6 (116th Congress), Indiana",2019,13.8%,"99,540",22%,19%,13%,130%,49%,51%,16.1%,"25,180",72%,28%,Midwest,East North Central,Midwest
1806,IN,"Congressional District 6, Indiana",2020,11.4%,"82,390",22%,20%,10%,130%,52%,48%,13.6%,"21,510",82%,18%,Midwest,East North Central,Midwest
1806,IN,"Congressional District 6, Indiana",2021,11.3%,"81,590",20%,17%,11%,130%,37%,63%,11.6%,"18,310",80%,20%,Midwest,East North Central,Midwest
1806,IN,"Congressional District 6 (118th Congress), Indiana",2022,14.1%,"106,740",24%,21%,12%,130%,34%,66%,16.5%,"29,840",74%,26%,Midwest,East North Central,Midwest
1806,IN,"Congressional District 6 (118th Congress), Indiana",2023,14.9%,"114,010",27%,23%,13%,130%,41%,59%,18.9%,"35,910",66%,34%,Midwest,East North Central,Midwest
1807,IN,"Congressional District 7 (116th Congress), Indiana",2019,14.9%,"116,020",25%,20%,14%,130%,66%,34%,22.0%,"43,650",77%,23%,Midwest,East North Central,Midwest
1807,IN,"Congressional District 7, Indiana",2020,13.4%,"102,640",24%,19%,12%,130%,69%,31%,23.0%,"45,460",83%,17%,Midwest,East North Central,Midwest
1807,IN,"Congressional District 7, Indiana",2021,12.7%,"98,270",22%,17%,12%,130%,46%,54%,20.8%,"40,940",74%,26%,Midwest,East North Central,Midwest
1807,IN,"Congressional District 7 (118th Congress), Indiana",2022,15.2%,"113,610",26%,23%,14%,130%,41%,59%,27.0%,"48,220",70%,30%,Midwest,East North Central,Midwest
1807,IN,"Congressional District 7 (118th Congress), Indiana",2023,16.4%,"122,890",28%,25%,14%,130%,46%,54%,24.5%,"42,550",76%,24%,Midwest,East North Central,Midwest
1808,IN,"Congressional District 8 (116th Congress), Indiana",2019,13.5%,"96,990",25%,20%,13%,130%,48%,52%,15.8%,"25,150",76%,24%,Midwest,East North Central,Midwest
1808,IN,"Congressional District 8, Indiana",2020,11.7%,"83,890",25%,20%,10%,130%,53%,47%,14.0%,"22,430",85%,15%,Midwest,East North Central,Midwest
1808,IN,"Congressional District 8, Indiana",2021,11.8%,"84,280",23%,18%,11%,130%,40%,60%,13.2%,"21,000",81%,19%,Midwest,East North Central,Midwest
1808,IN,"Congressional District 8 (118th Congress), Indiana",2022,14.7%,"110,910",28%,24%,13%,130%,37%,63%,17.6%,"29,010",75%,25%,Midwest,East North Central,Midwest
1808,IN,"Congressional District 8 (118th Congress), Indiana",2023,16.2%,"122,660",30%,26%,14%,130%,46%,54%,19.4%,"31,720",74%,26%,Midwest,East North Central,Midwest
1809,IN,"Congressional District 9 (116th Congress), Indiana",2019,12.1%,"92,690",22%,18%,12%,130%,46%,54%,13.0%,"21,330",75%,25%,Midwest,East North Central,Midwest
1809,IN,"Congressional District 9, Indiana",2020,10.6%,"80,740",22%,18%,10%,130%,50%,50%,11.7%,"19,160",83%,17%,Midwest,East North Central,Midwest
1809,IN,"Congressional District 9, Indiana",2021,10.7%,"83,220",20%,16%,10%,130%,39%,61%,10.7%,"18,230",77%,23%,Midwest,East North Central,Midwest
1809,IN,"Congressional District 9 (118th Congress), Indiana",2022,14.0%,"106,140",24%,22%,13%,130%,34%,66%,16.0%,"25,460",65%,35%,Midwest,East North Central,Midwest
1809,IN,"Congressional District 9 (118th Congress), Indiana",2023,15.2%,"115,610",27%,23%,13%,130%,43%,57%,16.8%,"26,520",71%,29%,Midwest,East North Central,Midwest
1901,IA,"Congressional District 1 (116th Congress), Iowa",2019,9.5%,"73,660",27%,15%,8%,160%,50%,50%,13.7%,"23,960",64%,36%,Midwest,West North Central,Midwest
1901,IA,"Congressional District 1, Iowa",2020,7.1%,"54,790",27%,15%,6%,160%,60%,40%,11.0%,"19,260",74%,26%,Midwest,West North Central,Midwest
1901,IA,"Congressional District 1, Iowa",2021,7.1%,"55,290",,13%,7%,160%,48%,52%,8.7%,"15,360",73%,27%,Midwest,West North Central,Midwest
1901,IA,"Congressional District 1 (118th Congress), Iowa",2022,11.0%,"87,640",,19%,10%,160%,42%,58%,15.7%,"27,260",61%,39%,Midwest,West North Central,Midwest
1901,IA,"Congressional District 1 (118th Congress), Iowa",2023,11.7%,"93,710",31%,22%,10%,160%,50%,50%,16.5%,"28,650",63%,37%,Midwest,West North Central,Midwest
1902,IA,"Congressional District 2 (116th Congress), Iowa",2019,10.4%,"81,260",26%,14%,9%,160%,55%,46%,14.2%,"24,390",65%,35%,Midwest,West North Central,Midwest
1902,IA,"Congressional District 2, Iowa",2020,7.9%,"61,900",27%,14%,7%,160%,64%,36%,12.0%,"21,110",74%,26%,Midwest,West North Central,Midwest
1902,IA,"Congressional District 2, Iowa",2021,8.3%,"65,030",,12%,8%,160%,47%,53%,10.3%,"18,330",70%,30%,Midwest,West North Central,Midwest
1902,IA,"Congressional District 2 (118th Congress), Iowa",2022,10.7%,"85,100",,19%,9%,160%,42%,58%,15.7%,"27,440",67%,33%,Midwest,West North Central,Midwest
1902,IA,"Congressional District 2 (118th Congress), Iowa",2023,11.6%,"91,980",32%,23%,10%,160%,48%,52%,15.8%,"27,480",62%,38%,Midwest,West North Central,Midwest
1903,IA,"Congressional District 3 (116th Congress), Iowa",2019,8.9%,"75,480",22%,15%,8%,160%,51%,49%,12.6%,"26,160",67%,33%,Midwest,West North Central,Midwest
1903,IA,"Congressional District 3, Iowa",2020,7.0%,"58,570",22%,15%,6%,160%,58%,42%,10.6%,"22,050",73%,27%,Midwest,West North Central,Midwest
1903,IA,"Congressional District 3, Iowa",2021,7.1%,"61,920",,12%,6%,160%,41%,59%,9.1%,"19,100",69%,31%,Midwest,West North Central,Midwest
1903,IA,"Congressional District 3 (118th Congress), Iowa",2022,10.5%,"85,510",,17%,9%,160%,37%,63%,15.2%,"29,470",63%,37%,Midwest,West North Central,Midwest
1903,IA,"Congressional District 3 (118th Congress), Iowa",2023,12.4%,"101,600",29%,20%,10%,160%,47%,53%,17.2%,"34,100",62%,38%,Midwest,West North Central,Midwest
1904,IA,"Congressional District 4 (116th Congress), Iowa",2019,9.0%,"67,400",26%,15%,8%,160%,56%,44%,11.8%,"19,750",75%,25%,Midwest,West North Central,Midwest
1904,IA,"Congressional District 4, Iowa",2020,7.2%,"54,240",24%,15%,6%,160%,64%,36%,10.5%,"17,740",79%,21%,Midwest,West North Central,Midwest
1904,IA,"Congressional District 4, Iowa",2021,7.3%,"56,050",,13%,7%,160%,48%,52%,9.4%,"16,200",75%,25%,Midwest,West North Central,Midwest
1904,IA,"Congressional District 4 (118th Congress), Iowa",2022,10.9%,"86,300",,18%,10%,160%,41%,59%,15.1%,"26,330",60%,40%,Midwest,West North Central,Midwest
1904,IA,"Congressional District 4 (118th Congress), Iowa",2023,12.3%,"97,840",29%,21%,10%,160%,53%,47%,16.7%,"29,990",70%,30%,Midwest,West North Central,Midwest
2001,KS,"Congressional District 1 (116th Congress), Kansas",2019,12.7%,"88,280",24%,16%,12%,130%,45%,55%,17.7%,"28,850",69%,31%,Midwest,West North Central,Mountain Plains
2001,KS,"Congressional District 1, Kansas",2020,9.7%,"67,560",25%,17%,9%,130%,50%,51%,14.7%,"24,440",81%,19%,Midwest,West North Central,Mountain Plains
2001,KS,"Congressional District 1, Kansas",2021,9.9%,"69,410",25%,15%,9%,130%,36%,64%,13.5%,"22,560",67%,33%,Midwest,West North Central,Mountain Plains
2001,KS,"Congressional District 1 (118th Congress), Kansas",2022,13.3%,"96,960",28%,21%,12%,130%,36%,64%,18.8%,"30,230",70%,30%,Midwest,West North Central,Mountain Plains
2001,KS,"Congressional District 1 (118th Congress), Kansas",2023,14.4%,"104,670",30%,23%,12%,130%,43%,57%,18.6%,"29,510",63%,37%,Midwest,West North Central,Mountain Plains
2002,KS,"Congressional District 2 (116th Congress), Kansas",2019,12.9%,"92,480",24%,18%,12%,130%,41%,59%,17.5%,"28,300",61%,39%,Midwest,West North Central,Mountain Plains
2002,KS,"Congressional District 2, Kansas",2020,10.7%,"76,290",24%,19%,9%,130%,46%,54%,15.4%,"24,880",69%,32%,Midwest,West North Central,Mountain Plains
2002,KS,"Congressional District 2, Kansas",2021,11.2%,"79,770",24%,17%,9%,130%,37%,63%,14.5%,"22,900",65%,35%,Midwest,West North Central,Mountain Plains
2002,KS,"Congressional District 2 (118th Congress), Kansas",2022,14.2%,"103,500",28%,22%,12%,130%,35%,65%,22.2%,"39,200",65%,35%,Midwest,West North Central,Mountain Plains
2002,KS,"Congressional District 2 (118th Congress), Kansas",2023,15.1%,"109,850",30%,24%,12%,130%,45%,55%,21.1%,"36,060",72%,28%,Midwest,West North Central,Mountain Plains
2003,KS,"Congressional District 3 (116th Congress), Kansas",2019,9.7%,"75,290",22%,16%,8%,130%,37%,63%,14.3%,"27,770",51%,49%,Midwest,West North Central,Mountain Plains
2003,KS,"Congressional District 3, Kansas",2020,7.5%,"58,020",22%,17%,6%,130%,38%,62%,11.4%,"22,230",62%,39%,Midwest,West North Central,Mountain Plains
2003,KS,"Congressional District 3, Kansas",2021,7.6%,"60,030",21%,14%,6%,130%,27%,73%,9.4%,"18,390",61%,39%,Midwest,West North Central,Mountain Plains
2003,KS,"Congressional District 3 (118th Congress), Kansas",2022,10.2%,"75,770",26%,19%,8%,130%,20%,80%,13.4%,"23,110",42%,58%,Midwest,West North Central,Mountain Plains
2003,KS,"Congressional District 3 (118th Congress), Kansas",2023,11.7%,"87,440",29%,21%,9%,130%,27%,73%,13.5%,"23,830",47%,53%,Midwest,West North Central,Mountain Plains
2004,KS,"Congressional District 4 (116th Congress), Kansas",2019,13.1%,"95,040",27%,17%,11%,130%,41%,59%,19.5%,"35,370",61%,39%,Midwest,West North Central,Mountain Plains
2004,KS,"Congressional District 4, Kansas",2020,11.0%,"79,650",26%,19%,9%,130%,47%,53%,17.0%,"31,210",71%,29%,Midwest,West North Central,Mountain Plains
2004,KS,"Congressional District 4, Kansas",2021,11.3%,"82,220",25%,17%,9%,130%,35%,65%,16.5%,"30,110",67%,33%,Midwest,West North Central,Mountain Plains
2004,KS,"Congressional District 4 (118th Congress), Kansas",2022,14.6%,"107,680",30%,23%,11%,130%,36%,64%,21.7%,"38,890",66%,34%,Midwest,West North Central,Mountain Plains
2004,KS,"Congressional District 4 (118th Congress), Kansas",2023,14.7%,"108,800",32%,25%,12%,130%,43%,57%,20.4%,"36,860",72%,28%,Midwest,West North Central,Mountain Plains
2101,KY,"Congressional District 1 (116th Congress), Kentucky",2019,15.6%,"112,230",22%,20%,15%,200%,74%,26%,19.7%,"30,620",76%,24%,South,East South Central,Southeast
2101,KY,"Congressional District 1, Kentucky",2020,13.8%,"99,210",23%,20%,13%,200%,79%,21%,17.5%,"28,450",84%,16%,South,East South Central,Southeast
2101,KY,"Congressional District 1, Kentucky",2021,13.8%,"98,080",22%,16%,13%,200%,66%,34%,17.0%,"27,050",74%,26%,South,East South Central,Southeast
2101,KY,"Congressional District 1 (118th Congress), Kentucky",2022,16.7%,"126,830",27%,23%,16%,200%,65%,35%,23.2%,"39,770",75%,25%,South,East South Central,Southeast
2101,KY,"Congressional District 1 (118th Congress), Kentucky",2023,16.7%,"125,700",29%,23%,16%,200%,73%,27%,21.2%,"35,190",76%,24%,South,East South Central,Southeast
2102,KY,"Congressional District 2 (116th Congress), Kentucky",2019,14.1%,"109,010",19%,19%,14%,200%,69%,31%,17.2%,"30,980",72%,28%,South,East South Central,Southeast
2102,KY,"Congressional District 2, Kentucky",2020,12.2%,"93,100",20%,19%,12%,200%,73%,27%,14.8%,"26,210",80%,20%,South,East South Central,Southeast
2102,KY,"Congressional District 2, Kentucky",2021,12.5%,"98,090",19%,16%,12%,200%,62%,38%,14.3%,"26,160",72%,28%,South,East South Central,Southeast
2102,KY,"Congressional District 2 (118th Congress), Kentucky",2022,15.3%,"115,960",25%,22%,14%,200%,60%,40%,19.2%,"33,010",67%,33%,South,East South Central,Southeast
2102,KY,"Congressional District 2 (118th Congress), Kentucky",2023,16.1%,"124,910",27%,22%,15%,200%,70%,30%,20.6%,"36,410",70%,30%,South,East South Central,Southeast
2103,KY,"Congressional District 3 (116th Congress), Kentucky",2019,12.4%,"92,380",22%,16%,12%,200%,64%,36%,17.9%,"29,050",61%,40%,South,East South Central,Southeast
2103,KY,"Congressional District 3, Kentucky",2020,11.0%,"82,050",22%,16%,10%,200%,70%,30%,17.7%,"29,150",70%,30%,South,East South Central,Southeast
2103,KY,"Congressional District 3, Kentucky",2021,10.1%,"76,130",21%,13%,10%,200%,58%,43%,15.8%,"25,920",65%,35%,South,East South Central,Southeast
2103,KY,"Congressional District 3 (118th Congress), Kentucky",2022,14.0%,"104,050",26%,19%,13%,200%,52%,48%,22.8%,"37,180",57%,43%,South,East South Central,Southeast
2103,KY,"Congressional District 3 (118th Congress), Kentucky",2023,16.1%,"118,180",28%,20%,14%,200%,66%,35%,24.0%,"38,910",68%,32%,South,East South Central,Southeast
2104,KY,"Congressional District 4 (116th Congress), Kentucky",2019,10.8%,"82,570",21%,19%,12%,200%,55%,45%,11.4%,"20,250",64%,36%,South,East South Central,Southeast
2104,KY,"Congressional District 4, Kentucky",2020,9.9%,"75,880",21%,17%,10%,200%,64%,36%,10.4%,"18,740",81%,20%,South,East South Central,Southeast
2104,KY,"Congressional District 4, Kentucky",2021,10.1%,"78,760",20%,14%,10%,200%,52%,48%,9.6%,"17,710",67%,33%,South,East South Central,Southeast
2104,KY,"Congressional District 4 (118th Congress), Kentucky",2022,12.4%,"94,820",23%,19%,12%,200%,51%,49%,13.5%,"23,580",64%,36%,South,East South Central,Southeast
2104,KY,"Congressional District 4 (118th Congress), Kentucky",2023,13.7%,"105,460",25%,17%,13%,200%,57%,43%,14.6%,"26,240",64%,36%,South,East South Central,Southeast
